,Customer Name,Customer review
1204,Mark,"Let me start by being clear, this is not an apple watch or samsung active watch substitute. It has maybe 1/4 of the features BUT at 1/10 of the price. I was worried about the quality and accuracy but I tested the heart rate monitor with 3 other devices and it works great. For the price you can't ask for a better watch \ hear rate monitor. It is comfortable to wear and not to big. This is perfect for my kids\teens who want a solid watch with a few added functions like heart rate monitor and message notifications. I have been testing it for several days straight without charging and it still has over 50% battery, which I REALLY like.  The only complaint I have is the app. We have purchased several other similar watches and many of them use the VeryFitPro app, which I am not a big fan of. If they had a better app this could go head to head with fitbit. One person found this helpful"
1205,S_kh,"Got 2 of these as Christmas gifts for my oldest boys. The black and green look exactly as pictured and very nice. I have an Apple Watch and at first glance you can’t tell the difference. Haven’t charged or used yet since they’re gifts, but will update if there are any issues."
1206,Thomas W McIntyre,"Works good, does everything it’s suppose to do."
1207,Breanna Lockman,"I'm impressed by this watch especially for the price I've had it 10 days so far and use the sports app everyday and it's at 40% which is amazing, the only down part is the band doesn't want to stay out with the little band holder but that's ok and the heart rate monitor isn't accurate it will say 89 when my heart rate is actually 120 but for the price I'm happy.  11 people found this helpful"
1208,J Nice,"Updated... I received a replacement for the defective device I originally received.  I like the options, heart beat monitor, notifications & exercise tracker. The replacement watch works much better then the original one, I think it was defective. It seems pretty accurate for the step counter and the sports tracker. I use this in conjunction with my phone which also tracks these exercises     2 people found this helpful"
1209,mike isaacs,"We ordered this watch for my son, who desperately wanted an I Watch and were hoping for the best. We got it last night, put it on him and immediately the band came out of the socket. We thought it was just a fluke thing so we put it on him today to wear and it did it again. Luckily with him noticing, so it didn't get lost, but we will be returning!! Poor Quality!"
1210,Mariana,"I have had others fitbands and this one is really good, it is worth, and it looks like an Apple Watch lol, it has everything that a fitband could have, long battery I have 5 days and it still charged. If you are looking for a stylish fit band this one is for you. The app is easy to use, and you can control your music, you can see your notifications of apps from you phone. Also you can get into the pool or shower and it works pretty good. One of my favorite thing is the gps to track my running, I was looking a fit band for that."
1211,Amazon Customer,The watch stopped working on the first time I went to swim with it. Very disappointed. I needed to track my water workout. 
1212,Sierra Lover,"This item was comfy to wear and the app was good. But the heart rate monitor was providing me with very low readings, sometimes it'd be off by 50%. I checked my HR using old-fashioned count-the-beats as well as using my cell phone HR monitor. I contacted their tech support and their reply was prompt. I was prompted for more info which I provided, then never heard back. Oh well... Needless to say I returned it and purchased another brand, much to my liking."
1213,Ganesh Balakrishnan,"My kids love the watch, very easy to use. Data is accurate and great battery too. Excellent customer service."
1214,Jeffer,"El reloj está bonito. Llegó bien. Se enlazo con mi iPod 7 pero no me llega la notificación de WhatsApp. Llegan la Messenger, Instagram. Helpful"
1215,Tammy Bertelsen,"I got this watch for Christmas and it is now July. I went on vacation for 10 days and didn't want to bring my charger. So, I charged my watch the morning that we left and it still has 18% left on it 2 weeks later! I was shocked. I have the pink one and the band gets dirty almost instantly. I have tried everything to get it clean and nothing works. I have already replaced it once and need to replace it again. I am thinking of switching to a black band so it will last longer."
1216,Paula akujor,"I can honesty say i love this watch! It tracks all my steps & have a Relax option that helps with my breathing ! Watch is sturdy , battery mode is Great , very good investment and will be a cool gift to give . You don’t have to spend over 200$ for an Apple Watch , save your money !   "
1217,Carolyn Vanya,Doesn’t track steps very well
1218,Yash,"This watch has all the features it's description says. The most important one I liked personally is, ability to track my heart-rate 24 hours so I can know when my heart-rate was high and try to figure out why it was at that specific time. Another best feature would be water-proof, I am a regular swimmer so I wear it every day while swimming and it works seamlessly. Alarms in this app are a huge plus, as I live with roommates, I don't want to wake them up with loud noise, since I got this watch, watch vibrations are good enough to awake me and I don't have to disturb my roommate's sleep. The reason why the watch is totally worth it, I am able to track my daily steps, my sleep, and heart-rate data through the app. I wish, they could support more than 10 alarms as I like to have it as different reminders, but overall this watch is totally worth it, I am happy with the product, would highly recommend to others as well  One person found this helpful"
1219,Lynnea Mae Cramer,"As a Healthcare worker this watch works perfectly. Water proof and isn't in the way and tracks my sleeping pattern in great detail; deep sleep, light sleep and how long it took me to get up. I have had it a week and have not had to charge it yet, battery life is amazing and so many other awesome features. 10 stars.    "
1220,Maranda Hall,The step calculator is off. It tracks 25-40steos per step lol the end of the day my 10 year old has 9 million steps. While my daughter (his twin) who wears a different brand and attends the same camp and is equally active and athletic only have about 12-15k One person found this helpful
1221,Maggie,"I was sent the right color & the functionality is great! I would really recommend this watch especially if you cannot afford an Apple Watch. I broke mine and rather than forking over $200 to replace the broken screen, I decided to go ahead and buy a completely new affordable watch. This watch from the FitStore has also a sleek design. It comes with a charger and a guide.  It’s doing a great job at making me get up and put in my daily steps. I’m very happy with my purchase thus far.   "
1222,Marissa Estrada,"This was my 1st fitness watch. I ordered and received my watch the same day, it came fully charged and ready to go so I was able to download the app and set it up before I went to bed. Not only is it super cute but I like all the little extras it has, it tracked my sleep fairly well! I kept record to test the accuracy and it did the job. I've used the step counter, timer and calorie burner, I've also set it up to allow me to get notifications on my phone. I see incoming calls, text msgs, as well as emails and social media notifications. I turn the notifications off when I want to workout so I don't get distracted. I also like that I can control my music from it! Overall it's a great fitness watch for me!😌 "
1223,Maria fernanda,"I like it, it’s really comfortable cause it doesn’t feel heavyweight, it’s convenient and easy to use. I’m wearing it all the time so I’m constantly looking the sleep tracking and it’s great!. The battery life is during for 3-4 days and that’s fantastic. I recommend it! "
1224,Tammy,Very happy with this purchase!
1225,Amazon Customer,"Amazing (especially for the price). Great quality, Amazing customer service (they registered the watch for me and checked to make sure I was happy with the purchase). It actually fits my wrist - I have a small wrist so every watch I purchase I have to buy a smaller band but not this one, I still had holes to make it smaller (and of course there were several to make it larger). It has so many great features! Super easy to get started, linked to the app and my phone with no problem and I am not very tech savy ;) Love this watch!! "
1226,Alyssa Kachelhoffer,"Worked great for the first week! Doesn't accurately track sleep or steps and my message notifications stopped working after 2 weeks. Haven't exposed to water so I can't verify how ""waterproof"" it is but the band discolors after a while. One person found this helpful"
1227,Mehak,"I absolutely love this watch. Haven’t taken it off since I received it. It has inspired me to take more steps, burn more calories and walk more miles. It measures everything accurately. I’ve been doing some dance workouts at home and I can now see how many calories each of them burns. A fully charged battery lasts up to one week. It also looks great on the wrist as an accessory. My boyfriend saw mine and bought one the next day. "
1228,Jessica,Absolutely amazing product. This watch stays charged much longer than any of my other sports watches I have ever used. Touchscreen works wonderfully. Steps of pedometer is very accurate and wristband could easily fit a large varity of wrist sizes. Overall I cannot complain about anything at all this is truely the same quality as the high priced sports watches at a much more reasonable price.
1229,Lisa Jones,"These are AWESOME! Purchased 1 for myself and the hubby. They are easy to install. I like the options for heart rate and different exercises. I do not wear it to bed so I'm not sure how the sleep tracking is, but if it tracks like the other options then no worries there! My only critique of it is I wish it had different band options., but other then that it's a great tracker for the price! My husband LOVES his."
1230,Halil,"I like this watch a lot because of the notifications you get when you don’t have your phone with you sit if the time. The tracking of how many steps you take is really nice I reach 10,000 steps almost everyday. So,this is perfect for my daily walks and wellness. The watch features are easy to find and the info is helpful. I especially like the information it provides; steps taken, heart rate, time, calories burned, and much more. One person found this helpful"
1231,Jerome T.,"This is actually my second purchase and I bought this for my wife. She has been borrowing mine and has been pretty impressed with it. This watch has all the essential tools for fitness, so I can check the progress of my activities during the day, such as steps, HR, calories count & even sleep pattern. I love being able to smoothly connect with my phone and control music player, get notifications for messages/ calls, reminders and alarm notifications. The touch screen is also very responsive. Battery life is amazing. We are loving and very pleased with this watch.  "
1232,Sarah,Works great as just a step counter and stopwatch/clock. The text read feature is practically useless and the music feature does not work with my phone.  I got it mostly for the step feature which is very useful but you have to sync your steps to the phone before midnight or the app won't keep the days record.
1233,LCris,"I really like this watch, it has a perfect design and such good quality, my favorite features are the activities tracker and music control, also receiving notifications from messages ( Instagram, WhatsApp, iMessage) and calls. The battery life is really up to 10 days, I’ve been using it for 7 days and it still has 70%. The app is very easy to set up and manage. So far no cons!"
1234,Stephanie Loftis,"This is a great alternative to more expensive options!!! The band is comfortable and gives a lot of size options. It is easy to wear all day and night. The battery life is excellent. It was easy to sync to my phone using the mobile app!! No complaints so far. This is a great, affordable sports watch. "
1235,Kelly Sabrina,"I love this watch! I use it for sleep tracking, work outs, step counting, alerts for messages, phone calls, social media etc. The mobile app is easy to use and the battery life is amazing! "
1236,Anupam Pandit,This watch is really amazing. I was a little scaptical in the beginning weather it's going to be completable with Android system but after using it for a little more than a week I have realized it's a great product given the price. I am enjoying every moment of it. 
1237,Milie2619,"It is amazing watch, it really works with iPhone. You can se your notifications of facebook, text messages, whatsapp and email at the watch. Last night I track my sleep, it is work perfect and show you on the app everything. I charge one night and that battery was for almost 3 days. I mean this has long battery and it is good to outdoor activities. I love this watch because it has all I need. "
1238,Sonia Pérez,"This is a very nice smartwatch model, I can control my sleep hours, check my hearth ritm, blood pressure and also read the notifications and messages from my phone I could find more options on Amazon for a better price however I liked it"
1239,Susan K.,Was 100% battery on Friday afternoon and it’s down to 62% today Sunday . Love the big display. Wish they had the bands in a smaller size as I ha a tiny wrist and the excess sticks out as shown in photo.  One person found this helpful
1240,Renee Marbella,"Well, it's a nice watch but stopped giving notifications the day after I got it. Instruction book doesn't explain much at at all other than starting it up. Returning for something better since it doesn't have GPS also. Mobile app is good though."
1241,Amazon Customer,"I like the model and all of the things that it tracks. But the downside is the mobile app. It can take quite a few minutes to sync up and when you update it, it doesn’t look updated. Other than that I like it."
1242,Jacob.D.LEE,Such a awesome app watch I need to learn fitness and I choose cheaper one but system isn’t cheap quality There is a lots of functionality apps and nice connection to phone Recommend!
1243,Amanda lindner,"Great watch for the price. It's very comfy to wear, I haven't tested how waterproof it is but my hands are in shampoo bowls all day and it's working great."
1244,laurian,I love my watch people mistake this for an apple watch I love when it gives me an update on how many steps I have taken that day or for the week.
1245,Dj carmelo,"Battery life is great and all the functions are a plus, my daughter loves it"
1246,samantha,"I will say from viewings others pictures, I was afraid it would be to big because I have very small wrist it's comparable to the Fitbit basically and it's perfect. I have the Fitbit watch and it's so similar at first glance it's hard to tell the difference. It last about 9 days on a full charge, The steps are always correct. Downside is you can't change the bands but I like the soft pink it goes with everything and for the money you can't beat it One person found this helpful"
1247,Amazon Customer,"Once I finally got them to send me a watch that worked, I really like it."
1248,Alexis Magee,Excellent
1249,bikersquid,Cheaper than the slim fitbit style
1250,Customer review,Does what it’s supposed to do without the fancy price tag.
1251,Cindy,Liked everything about it
1252,Donna Bennett,"I basically use the fitness tracker as a watch and to count steps and calories burned. My daughter had bought me one prior to this watch which I had for over a year before it had fallen off my wrist while shopping. I never did find the watch, but I missed it because it worked so well and had really great battery life ( 3 weeks or more before needing a charge ). I immediately looked for another identical watch on Amazon and found one supplied by Fitpolo and made the purchase. I was very pleased with the watch for 3- 1/2 months until if fell off my arm while I was walking to my car. The watch strap had come off one side of watch body and noticed that the mounting area with the hole for the strap pin was broken. I went to Email: Support@fitpolo.us and explained the issue I had to a nice lady named Sharon whom was very helpful. She asked me to send photo's of the damaged watch in which I did along with a copy of my Amazon receipt. She replaced my broken watch within a few days and I am very happy ! Thank you for the great service Fitpollo and to Sharon. I would recommend this company because they stand behind the products they sell ! 2 people found this helpful"
1253,mandy,It is a great product. The band is very light colored with pink gets dirty fast. Great battery. 
1254,Breanne,Updated - tracker not working after only a few weeks of use.
1255,Paula jones,I love my tracker watch it keep me motonaved
1256,Ryan Murphy,"This has been the best smart watch so far that I’ve had, battery life is awesome, I leave wrist sense turned off and I get 14-20days between charges. Stays connected to my phone, create unlimited alarm alerts. Displays my txt messages and phones every time. And the watch it’s self is very durable. I lost my last one, and ordered 2 more for just in case because I’m very hard on watch’s as I’m a mechanic and fabricator. One person found this helpful"
1257,D. Lee,1st one showed up and wouldn't turn on. Great customer service and received a replacement quickly. I would definitely recommend because of the customer service.
1258,David Williams,"Very easy to set up. Simple interface, does everything the Fitbit does at a fraction of the price."
1259,Amber Simplicity,"I really like this app, all of the features work great and the battery charge lasts days! Love that"
1260,marisabel,I love this watch! I love the color and the features it has. Just what I was looking for.
1261,Eli1985,It's amazing. very comfortable and arrived early. Thanks 
1262,Kelsey,I have an Apple Watch of my own but my husband wanted a watch for work (construction job) and biking. This watch exceeds my Apple Watch battery life by a week! The battery life lasts over a week and he wears this watch daily for work and has had zero issues. Way more bang for your buck. Buy this watch!
1263,Red,"Excellent addition to or motivation *for* daily workout routines. I needed to set small goals after months of immobility and teaching from home. It alerted me each time I hit my tiny steps goal, which became so addictive that yesterday I exceeded my initial goal tenfold! (4.39 miles tyvm) I also love the sleep tracker, and that I can read my work texts and emails right on my wrist. Excellent product."
1264,John Harper,This watch has been great so far. I purchased it on Friday had it by Saturday and I put it on the charger and it's fully charged. I've worn it since Saturday and I had to charge it back up and I still have 63% battery life. Watch is comfortable and easy to use. 
1265,Carla,Es bueno principalmente para monitorear los pasos al caminar  Helpful
1266,Ter,This works no better than the last one I had. It counts steps that I'm happy about but it does not pair with Samsung health specific looked for that and sleeping it decides what nights it wants to work.
1267,Maria Bustos,I love this smart watch! It does all I need it to do and it helps me to keep me motivated to do some exercise every day keeping track of my steps and calories I burn. It is pretty easy to use and I love that I can change the music from it as well. I will definitely recommend it. 2 people found this helpful
1268,Dennie Riffett,"My first fitness tracker , this watch had a very low cost , so I tried it. I am completely satisfied with this product . I use it continuously and I only charge the battery once a week. I do not use the sleep feature , and I do not plan to use it. That feature does not count with me."
1269,Veronica Hernandez,"Loved it, has all the essentials."
1270,Claudia M,"Fitpolo Fitness Tracker with Heart Rate Monitor, Smart Watch 1.3 inches Color Touch Screen IP68 Waterpr is amazing. I really recommend this watch. It tracks perfectly my steps, my heart and it is so easy to setup . The watch has all instructions and it is really easy everything. Very stylist and useful at the same time! Easy to use, mu;tiple functions, accurate calories burnt and hear rate!     "
1271,Leandro Rodrigues, I'm just loving it. good price and great quality.
1272,Amy Foutch,"I LOVE this. Seriously my Vivosmart 4 crapped out on me so I got this. It is so much lighter. I have had it on for 5 days and my battery is at 74%. It fits nicely. Love the touchscreen. It monitorsy sleep, my cycle, all the other sports activities that come with it."
1273,Lynn,It is working well. Battery is good long lasting. I just don’t know how to keep the TIME ON all times but watch is good so far. Thanks! 😃  
1274,Oleg,"Great Watch for running, a good gift for my daughter. It is a modern, practical, comfortable watch. And they do more than just track your running, it is convenient to monitor daily activity, heart rate, calories. It have a connection with the phone. And a very budget option! My daughter loved them! "
1275,Ana,Comfortable fit and love how it tracks my HR 
1276,CreoQueen,"Love the box it came in. Looks more expensive than what it is  Quick connect on the back a plus  Easy set up with iPhone over WiFi  Use to monitor heart rate and sleep rhythm.  Nice big icons, easy use  Recommend"
1277,Sara_red,Its a decent watch wish it had sms and calling just didn't wanna charge for some reason but they handled the problem. Highly recommend 
1278,HC,"I figured out this watch using the app. It will change my songs while I’m working out, measure my heart rate, steps, etc. It works great. My husband ordered him one we love it so much."
1279,Races,Bought this as a birthday gift . Receipient seems very happy with it. He said it synced with his android phone quickly. One person found this helpful
1280,Craig Moore,"Good smart watch that keeps track of all your health and fitness needs. Almost as great as the Apple Watch, but a fraction of the price. I wish the band was a little thicker but it’s comfortable to wear."
1281,RENEE P,"Arrived on time. Easy to setup. The only thing I would say is that it sometimes counts steps when its only hand movements. Other than that, I relatively pleased with this watch"
1282,Damaris,This is a good pretty good conditions good quality everything looks nice works perfectly
1283,Michele Reissland,You have to reset every couple days but ok otherwise
1284,Favma,Like every function of the watch. Amazing value for price. User friendly. Senior citizen easy to read. Love it  
1285,Kim Pappas,"My 11 year old granddaughter loves this watch, she wears it every day and loves to count her steps and everything with it. Great first smart watch for kids and adults!"
1286,Cliff Gibson,The battery life is good and the band is very flexible. 
1287,Shevel Minto,"This is perfect, the battery last long but charges really fast, Shows all my notifications whether it’s a call, WhatsApp, Twitter, Instagram message you name it. It even tracks my period and it has a alarm, what’s not to love. "
1288,Laura Avila,"This smart watch is awesome, it works perfectly, and looks great! Charging it is really easy, and the battery lasts for hours! Besides it was easy to partner it with my IPhone Xr. I love it and recommend it, it is an excellent option for a reasonable price."
1289,JPA,The wife loves it she's super duper happy with it..so far it works great very accurately.
1290,Camila,"I love this watch, it helps with you work out or sports, with your heart rate, you can control the music, and you receive messages very good. It’s compatible with Apple not issues  "
1291,Camila,"I just loved it. Really good tracker. Works really well tracking sleeping, steps, calories and plus looks really nice. "
1292,MARIANNA,"Nice looking and simple. I don’t like to wear watches, but I was needed to track my steps and burned calories. This watch easy to use, app is user friendly as well. They look elegant, not like just fitness watch. I"
1293,Joyce Sutton-Latham,This is a great fitness tracker. Wanted it mainly to keep up with my steps. For the $ cant beat it
1294,Brianna Kling,"Overall, happy for the price. Waterproof and great battery life. Doesn't have a ton of options like an apple watch, but all I need is the time and text alerts. Happy with my purchase"
1295,MARIANA PAOLA LEON CERRITOS,"The product is completely worth it it's price, it is a good quality product and the battery lasts for days."
1296,Peggy Jones,Everything but the band. It’s way too big!
1297,Fit_Bit_Mom,Great watch for the value 
1298,P. Kar,"Love everything about this smart watch. It fits (have a small wrist) and I love everything it tracks. Also, easy to set up!!!"
1299,Marshall Warren,Great watch. Does everything they said it would do. Great fit and easy to use
1300,Leemarie,I've had it for about 4 days and it stopped vibrating so I don't know when I receive notifications which was one of the main reasons o got it in the first place so I'm returning it
1301,Camthom4,"For the price this is a great fitness tracker! Very happy with the purchase, was sick of constant issues and always breaking my Fitbit trackers."
1302,Amazon Customer,Use this watch for fitness and health tracking. App is good and seems fairly accurate. The watch is light and comfortable.
1303,B. Kerr,Sturdy tracker and watch. Counts my steps and monitors my sleep. Tells me how my heart is beating. Easy read outs on the app. Good battery life. Just what I needed!
1304,Shelby major, Great watch for the price. Does everything i need it to do.
1305,Kelly A.,Good watch for the price. Got it as a gift for my cousin and she loves it. Easy to set up and looks like keep an accurate track. The bands are really comfortable too
1306,Pamela,Mala compra🥺🤦‍♀️ Helpful
1307,Isabella,"I gave to my boyfriend as a gift and he love it, it’s is the perfect size, with all the options to track your steps, calories and sleep. Really nice looking and also a light clock, not heavy, came with a cable to charge it and in a great material, arrived really fast !!! "
1308,Shelly L,I love this watch. Great price. Great product.
1309,Rebeca,I really love this watch! Works very good so far. 
1310,Lori Harman,This is a pretty watch plus it has all the nice features I was wanting in other watches that were so much more expensive.
1311,Jaelyn Watson,It’s very light
1312,Mar,A very nice watch I enjoy the pedometer function. One person found this helpful
1313,joshua mcdougal,Great watch for running! I’ve had this wash for a couple weeks now and it still runs as perfect as the day I got it! Really simple to use!
1314,Juliana Navarro,"Es un producto de muy buena calidad y a un muy buen precio, yo principalmente lo he usado para la piscina y no he tenido ningún inconveniente con el agua, aunque también cumple sus demás funciones, se conecta fácilmente a la aplicación en el celular y la batería puede durar 7 días. Helpful"
1315,Kathy C,"Loved this watch so much I ordered another tells you when you have a call. Or text, durability waterproof is awesome wear mine every day I clean pools every day I'm really hard on my watches and this one has no problems battery lasts around 2 weeks easy to charge I have a tendency to scratch the face on it that's why I'm getting another one going to get shieds for face this time if you need a long lasting watch this is it it also has allot of other features"
1316,Elsa,"I really like this watch ..it has long battery life and seems to be pretty accurate..my only issue is it doesn't register when pushing carts and such may not be a big deal for some but I push them for a living..once I figured that out and started pulling them different my steps went from low 2-3 thousand to over 10,000 so it was missing tons of steps just because my arms aren't at my sides when I walk ..other than that this is a great watch ..if not for that I'd give it five stars"
1317,Tommy,charges fasts and lasts days. not bad for the price
1318,Jacob,Great watch
1319,wanda winslow,"overall i am happy with the watch. I am not able to have my phone with me at work, so i rely on the phone to advise me of my calls and texts. This watch does not. i am happy with the other tracking, but i really needed to receive my text and i do not."
1320,Debra Hodge,so far its great. I use it for walking and workouts.
1321,Mila Clark,I’m loving it so far. I use it every day during cardio and weights and it seems to be pretty accurate. I’m think I’m getting one for hubby 
1322,Robert,"Its a nice product , very easy to use , and quite cheap prices with high Quality fitness tracker watch"
1323,Deborah C.,Love the item
1324,Great Deals IL,"The smart watch has value for the price. However, I purchased one just over a year ago, in 2021, but several functions began to fail. The motion command that displays time stopped working. Then the ""walk"", ""treadmill"" and ""run"" activity commands stopped functioning as they did when the smart watch was a few months old. With this written, I purchased my second smart watch in August 2022, because for the price, it is a very good buy."
1325,Anays,"Excelente producto, pero si me gustaría que añadieran otros colores para la pantalla inicial. Helpful"
1326,isaac sakkal,Excelent smart watch!
1327,Chrissy Burns,The battery life on this watch is exceptional! I love the display and especially the sleeping tracking! I love how the app has so many great features and data collection! It really helps with staying in the fit path. You can’t beat this watch/fitness tracker for the price! 
1328,Viridiana MC,"I really needed one of this to track my progress while running. I think it's excellent; comfortable to wear, pretty accurate measurements, love the pink color and battery life lasts more than I would imagine, I've used it for one whole week and it still has 90% battery life. "
1329,Shirley Collins,Does not count steps consistently.
1330,Tiffany,"Love the accuracy of the step counter, it keeps me motivated to keep walking!"
1331,Colorado Springs,"We found the watches to function as advertised. My Smart watch is linked to my Samsung G9 and spousal unit is synced to her iPhone. I like the monitor to my heart rate and non-certified BP (that's left for the more expensive iWatch.). We're going on a cruise so we'll see how the unit works during a river cruise.  Battery life is as advertised, about 10 hours before recharging. Spousal unit loves it. Will do an update in about 3 months.  I think that inclusion of the pdf copy is appreciated. The ity-bity instruction for ancient eyes is a plus. Thanks."
1332,Carlos Estremera,"I bought this for my daughter and this is her personal review: ""While this is no apple watch, it functions for my basic and most utilized applications. My favorite part is the battery life!!! This thing lasts me 12-14 days between charges. Works with Iphone notifications except for text messages...or I just haven't figured that out. Another app I love on it is that it tracks my cycle and it's spot on!!! Luxury smart watch without the price!"""
1333,Beth Moore,Attractive teal modern and versatile watch with many functions.
1334,RC,At first I loved my watch. After a month or so it has stopped tracking sleep and heart rate. Its not just a fancy pedometer.
1335,Pixie,"I absolutely love it, it does exactly what I need it to do and the battery life is fantastic"
1336,Jaclyn,It is great for the price for a basic fitness watch. I used fitbit too but it is just as good as the fitbit. Size is great for women as well and tracking well along with the app with great accuracy.
1337,C. Baker,This FitPolo smart watch/personal health tracker has exceeded my expectations. It was simple to set up to sync data onto my phone with an easy to follow app. Not only does it function as a watch but also a stop watch and timer. It also checks my heart rate and counts my steps throughout the day. It also has a relaxing function that instructs my inhales/exhales. The quality is amazing. You can’t beat the price either. Very satisfied customer. Recommended. 
1338,Marshall Clayton,"The hand strap material is skin-friendly, the operation is simple and not complex, the function is powerful, the Bluetooth automatic pairing, the screen is clear, the response is sensitive, the time is accurate, the dial is fashionable and has the texture."
1339,katie merritt,"I have had to watch for about two weeks and so far I like it. Battery life is excellent. I received the watch on Nov 28th and started using it right out of the box. Today is Dec 13th and I still have 25 percent battery life. I don't really care about tracking my menstrual cycle so I can't speak for that. The sleep function I don't really care for either but it is interesting to see patterns. (I apparently always get up to pee at 3a.) The mobile app is very easy to use as well. I do notice a ~50 calorie margin or error between the cardio machines and the watch. I do not know which is more accurate but it's still a good baseline for tracking. I'm sure the steps is not 100 percent accurate but again, base line. Overall, liking it so far!"
1340,Alainn,"Edited 7/16/2022: Does not monitor sleep activity. Disappointing. If you don’t care about sleep activity, it’s fine. Monitors heart rate accurately.  I really love this watch. I wasn’t sure if I would use it so I didn’t want to invest in a Fitbit. Very happy with the way this watch performs. Occasionally it will stop tracking my sleep. If I open up the app and go to the device menu, I choose more, then reboot my device. I don’t lose any information and it tracks my sleep again."
1341,Ashlyn Brown,"Play Video  Overall, I can’t believe what you get for the price with this watch! I go over the majority of functions in my video. 7 people found this helpful"
1342,JVig,I like the color and fit
1343,Danette Shannon,Does what I want it to but doesn't stay on (lot up) long enough
1344,Rick Rodgers,Good watch but too some doing to pair too wife's phone.
1345,The greatest human to ever live,I got this so I can control my music at work n read texts without pulling my phone out. Also the step counter is nice!
1346,Renea Foley,I am on my 2nd watch and just bought this for my daughter. You can do all of the things you can do with the more expensive watches. The battery lasts a little over a week. I have not tried changing out the bands. One person found this helpful
1347,Bonita Green,I love it
1348,Fabiola Hernandez,Great product and price.
1349,KAREN CHACON,"I opened my box, I found the instruction manual in several languages, I connected my Smart Watch to the light and then I activated the Bluetooth of my cell phone, its connection was practically magical.  Now, it counts my steps, it allows me to see Wathsapp and Facebook messages and from my cell phone I can configure which exercises I practice.  It has everything I was looking for.     "
1350,Bonita Green,I love it
1351,Kem,
1352,Ali Aljundi,I like this watch very much. It was very easy to install the app on my smart phone and to pair the watch with it and then I started downloading my weekly activities on it. This helps me a lot to watch my progress on sports and how many calories I burn every day. The screen is big and could be read easily. It is also very fast to charge and it stays for days before I recharge it again. 
1353,RCook,Love it! Cost effective and utilize it more then the Apple Watch I used to own!
1354,John,Good
1355,Alec/ Carissa,"Battery life almost 10 days with daily use. Lasts many weeks if you don’t wear it every day. I’ve used it swimming a ton and no problems. Sports modes super fun. Sleep tracker great. App super easy to use and I love how I can view my runs and info all on the watch, even. Too many good things to say. Just buy it and you’ll see for yourself. "
1356,Amazon Customer,I’ve been using about a month now. Long battery life- app works perfectly with it. Love how it monitors my deep sleep & light sleep. ( which seems very accurate based on when I’m feeling wakeful). Great value for the money!
1357,Donna,"I did tons of research and comparison shopping on Amazon to decide which watch to replace my broken one. I thought I could change the face on this one when I ordered it but you can't. And it doesn't say you can...I have a small wrist so was afraid it would be too large but it isn't. It is on the last notch on the band. I love the band since it is so mush softer than my old one. I love the larger screen and the SMS messages is much easier to read and seems to be much more consistent than my old one. It has way too many sports to track than I need or want but that is ok. I finally figured out how to get the Walk to show. The Sleep tracker is much like all of the sleep trackers on every watch I have had or know about. It is way off! But that isn't why I purchased this specific watch. I like the way it charges over the ones that you have to take the band off to charge. That is a big plus because that is what wears out most of those...is taking the band off and on. It is easy to read the time. The battery percentage shows all the time, the day of the month and the day of the week show at all times. All good things to be aware of. I charge it once a week and that seems to work out great. All in all I am pleased with this fitness watch and the price was what I wanted. I would recommend this watch to my friends and when my husband's quit... I will order another one.  UPDATE: i was so pleased when I started playing around more and found some settings on the watch itself and I could actually change the wallpaper. I liked the deer face the best so will use that one for awhile. This is by far the best fitness watch I have had and this is my 3rd. The Message and Call alerts never fail. And it is easy to delete read messages, etc. I will order this fitness watch for my husband when his goes kapoot!  UPDATE #2: I am still super happy with this watch. It is so much better at receiving messages than my old one. Still learning new things about it. Would definitely buy again!     "
1358,Maria Murillo,I loved the watch! Is very easy to link to the app and it has a lot of functions. U can track the exercise u do and ur sleep. I’m not sure if it’s waterproof but one day I forgot I had it on and got in the pool and it still works perfectly! It was great purchase for me
1359,Frank Zone,I like this with tracing my sleep hours
1360,Soledad Oliva,"Me encanta este tipo de relojes, se lo regale a mi madre y esta muy contenta con el, tiene un tamaño no es tan pequeño,, pero tampoco es muy grande. Es ideal con el suficiente tamaño las letras y la pantalla que ella puede verlo sin dificultad y usarlo. Helpful"
1361,Johanna Moya,"I brought this smart watch for my sister,, she really likes it. She loves the color and the design, is so fast pair with your phone you just need to download the veryfit app and everything is there, you can personalize your screen. The battery duration is like one week. All functions work well. It's light and it vibrates when you gets notifications about messages, calls, alarms."
1362,Gregory - Northeast USA,The instructions are a joke. Really guys? The heart rate monitor is way way off. When it actually works. I am returning this.
1363,Betza1954,Comfortable to wear and looks nice.
1364,aj,Love this watch! It definitely keeps me motivated to stay moving and it’s great for self monitoring activity. It’s also cool just to see what your body is doing throughout the day.
1365,Kimberly Aguirre,"Love that it tracks your sleep, and my favorite part is the music controller. I wish it allowed you to answer calls/respond to messages but you can only decline/ delete them. Still, it's a great product for the cost! "
1366,Faith,"This is a very easy to use and setup. It is durable and well made. It connects to your phone and tracked all steps, heartrate and more."
